IP地址,端口,TLS,数据中心,地区,城市,网络延迟(毫秒),下载速度(MB/s)
167.172.82.238,443,true,SIN,Asia Pacific,Singapore,155,0.03
94.237.72.44,443,true,SIN,Asia Pacific,Singapore,112,0.03
147.139.181.243,443,true,SIN,Asia Pacific,Singapore,286,0.03
43.132.172.91,443,true,HKG,Asia Pacific,Hong Kong,31,0.03
146.56.131.80,443,true,ICN,Asia Pacific,Seoul,100,0.03
47.245.112.172,443,true,SIN,Asia Pacific,Singapore,77,0.03
51.79.207.160,443,true,SIN,Asia Pacific,Singapore,350,0.03
51.79.158.126,443,true,SIN,Asia Pacific,Singapore,279,0.02
51.79.181.74,443,true,SIN,Asia Pacific,Singapore,1258,0.02
168.138.214.173,443,true,NRT,Asia Pacific,Tokyo,110,0.02
168.138.204.92,443,true,NRT,Asia Pacific,Tokyo,110,0.02
157.245.156.189,443,true,SIN,Asia Pacific,Singapore,185,0.02
167.71.194.133,443,true,SIN,Asia Pacific,Singapore,149,0.02
8.222.165.104,443,true,SIN,Asia Pacific,Singapore,71,0.02
128.199.134.152,443,true,SIN,Asia Pacific,Singapore,171,0.02
143.198.192.84,443,true,SIN,Asia Pacific,Singapore,188,0.02
95.111.198.23,443,true,SIN,Asia Pacific,Singapore,127,0.02
129.154.199.44,443,true,ICN,Asia Pacific,Seoul,239,0.02
8.218.204.104,443,true,HKG,Asia Pacific,Hong Kong,32,0.02
95.111.193.83,443,true,SIN,Asia Pacific,Singapore,137,0.02
129.154.48.245,443,true,ICN,Asia Pacific,Seoul,115,0.02
45.76.210.230,443,true,NRT,Asia Pacific,Tokyo,37,0.02
207.148.105.247,443,true,NRT,Asia Pacific,Tokyo,92,0.02
160.22.79.155,443,true,SIN,Asia Pacific,Singapore,205,0.02
47.76.231.11,443,true,HKG,Asia Pacific,Hong Kong,29,0.02
140.245.79.66,443,true,ICN,Asia Pacific,Seoul,138,0.02
15.235.162.48,443,true,SIN,Asia Pacific,Singapore,267,0.02
157.245.158.133,443,true,SIN,Asia Pacific,Singapore,168,0.02
95.111.194.72,443,true,SIN,Asia Pacific,Singapore,110,0.02
193.32.148.197,443,true,NRT,Asia Pacific,Tokyo,37,0.02
150.230.98.140,443,true,NRT,Asia Pacific,Tokyo,111,0.02
95.111.196.110,443,true,SIN,Asia Pacific,Singapore,133,0.02
94.237.74.252,443,true,SIN,Asia Pacific,Singapore,123,0.02
143.198.203.89,443,true,SIN,Asia Pacific,Singapore,181,0.02
45.77.29.110,443,true,NRT,Asia Pacific,Tokyo,38,0.02
38.47.124.75,443,true,NRT,Asia Pacific,Tokyo,38,0.02
157.245.146.169,443,true,SIN,Asia Pacific,Singapore,176,0.02
146.190.102.221,443,true,SIN,Asia Pacific,Singapore,147,0.02
94.237.75.36,443,true,SIN,Asia Pacific,Singapore,101,0.02
95.111.196.248,443,true,SIN,Asia Pacific,Singapore,126,0.02
94.237.77.120,443,true,SIN,Asia Pacific,Singapore,109,0.02
45.66.129.247,443,true,NRT,Asia Pacific,Tokyo,50,0.02
168.138.44.186,443,true,KIX,Asia Pacific,Osaka,173,0.02
43.156.93.18,443,true,SIN,Asia Pacific,Singapore,69,0.02
54.251.103.15,443,true,SIN,Asia Pacific,Singapore,69,0.02
152.67.218.150,443,true,ICN,Asia Pacific,Seoul,143,0.02
130.162.131.97,443,true,ICN,Asia Pacific,Seoul,106,0.02
158.178.230.79,443,true,SIN,Asia Pacific,Singapore,70,0.02
43.163.202.60,443,true,HKG,Asia Pacific,Hong Kong,95,0.02
128.199.253.131,443,true,SIN,Asia Pacific,Singapore,139,0.02
156.230.12.71,443,true,HKG,Asia Pacific,Hong Kong,132,0.02
15.235.209.33,443,true,SIN,Asia Pacific,Singapore,1041,0.01
8.222.170.244,443,true,SIN,Asia Pacific,Singapore,63,0.01
8.219.230.102,443,true,SIN,Asia Pacific,Singapore,61,0.01
152.69.227.165,443,true,ICN,Asia Pacific,Seoul,133,0.01
94.237.78.192,443,true,SIN,Asia Pacific,Singapore,109,0.01
152.67.196.37,443,true,ICN,Asia Pacific,Seoul,135,0.01
3.112.26.247,443,true,KIX,Asia Pacific,Osaka,37,0.01
95.111.197.178,443,true,SIN,Asia Pacific,Singapore,124,0.01
138.2.88.68,443,true,SIN,Asia Pacific,Singapore,201,0.01
45.32.52.187,443,true,NRT,Asia Pacific,Tokyo,49,0.01
206.189.151.77,443,true,SIN,Asia Pacific,Singapore,184,0.01
146.190.108.146,443,true,SIN,Asia Pacific,Singapore,158,0.01
68.183.183.26,443,true,SIN,Asia Pacific,Singapore,132,0.01
152.67.198.78,443,true,ICN,Asia Pacific,Seoul,107,0.01
95.111.197.229,443,true,SIN,Asia Pacific,Singapore,108,0.01
176.97.71.138,443,true,NRT,Asia Pacific,Tokyo,205,0.01
15.235.207.122,443,true,SIN,Asia Pacific,Singapore,315,0.01
138.2.81.210,443,true,SIN,Asia Pacific,Singapore,215,0.01
147.139.166.141,443,true,SIN,Asia Pacific,Singapore,276,0.01
128.199.184.183,443,true,SIN,Asia Pacific,Singapore,137,0.01
