IP地址,端口,TLS,数据中心,地区,城市,网络延迟(毫秒),下载速度(MB/s)
47.245.86.57,443,true,SIN,Asia Pacific,Singapore,69,0.03
168.138.204.92,443,true,NRT,Asia Pacific,Tokyo,1062,0.03
146.190.111.165,443,true,SIN,Asia Pacific,Singapore,141,0.03
45.32.52.187,443,true,NRT,Asia Pacific,Tokyo,62,0.03
206.237.0.244,443,true,HKG,Asia Pacific,Hong Kong,118,0.03
188.166.196.184,443,true,SIN,Asia Pacific,Singapore,136,0.03
139.162.102.92,443,true,NRT,Asia Pacific,Tokyo,173,0.03
138.2.81.210,443,true,SIN,Asia Pacific,Singapore,68,0.03
152.67.211.136,443,true,ICN,Asia Pacific,Seoul,90,0.03
143.198.203.89,443,true,SIN,Asia Pacific,Singapore,139,0.03
95.111.194.48,443,true,SIN,Asia Pacific,Singapore,108,0.03
167.179.113.107,443,true,NRT,Asia Pacific,Tokyo,61,0.03
217.142.145.104,443,true,ICN,Asia Pacific,Seoul,207,0.03
38.180.29.115,443,true,NRT,Asia Pacific,Tokyo,61,0.03
8.219.195.23,443,true,SIN,Asia Pacific,Singapore,67,0.03
8.222.253.164,443,true,SIN,Asia Pacific,Singapore,65,0.03
52.76.174.138,443,true,SIN,Asia Pacific,Singapore,73,0.03
8.219.132.230,443,true,SIN,Asia Pacific,Singapore,68,0.03
47.245.112.172,443,true,SIN,Asia Pacific,Singapore,70,0.03
150.230.251.99,443,true,ICN,Asia Pacific,Seoul,88,0.03
132.226.17.208,443,true,ICN,Asia Pacific,Seoul,89,0.03
8.222.224.89,443,true,SIN,Asia Pacific,Singapore,66,0.03
15.235.162.48,443,true,SIN,Asia Pacific,Singapore,233,0.03
167.172.82.238,443,true,SIN,Asia Pacific,Singapore,142,0.03
167.71.193.104,443,true,SIN,Asia Pacific,Singapore,136,0.03
143.198.193.252,443,true,SIN,Asia Pacific,Singapore,130,0.03
146.56.109.143,443,true,ICN,Asia Pacific,Seoul,91,0.03
38.47.111.5,443,true,NRT,Asia Pacific,Tokyo,64,0.03
157.245.158.133,443,true,SIN,Asia Pacific,Singapore,139,0.02
168.138.214.173,443,true,NRT,Asia Pacific,Tokyo,59,0.02
219.111.17.202,443,true,KIX,Asia Pacific,Osaka,83,0.02
157.254.252.148,443,true,NRT,Asia Pacific,Tokyo,65,0.02
206.189.147.127,443,true,SIN,Asia Pacific,Singapore,130,0.02
43.132.172.91,443,true,HKG,Asia Pacific,Hong Kong,31,0.02
156.230.12.71,443,true,HKG,Asia Pacific,Hong Kong,114,0.02
152.67.218.150,443,true,ICN,Asia Pacific,Seoul,92,0.02
143.42.66.91,443,true,SIN,Asia Pacific,Singapore,335,0.02
8.218.204.104,443,true,HKG,Asia Pacific,Hong Kong,37,0.02
43.134.165.58,443,true,SIN,Asia Pacific,Singapore,67,0.02
131.186.45.80,443,true,NRT,Asia Pacific,Tokyo,57,0.02
150.230.98.140,443,true,NRT,Asia Pacific,Tokyo,61,0.02
38.47.104.53,443,true,NRT,Asia Pacific,Tokyo,36,0.02
45.66.129.247,443,true,NRT,Asia Pacific,Tokyo,56,0.02
38.47.104.53,443,true,NRT,Asia Pacific,Tokyo,37,0.02
158.179.169.254,443,true,ICN,Asia Pacific,Seoul,94,0.02
103.247.28.72,443,true,HKG,Asia Pacific,Hong Kong,113,0.02
15.235.162.49,443,true,SIN,Asia Pacific,Singapore,221,0.02
94.237.78.192,443,true,SIN,Asia Pacific,Singapore,132,0.02
51.79.254.182,443,true,SIN,Asia Pacific,Singapore,349,0.02
193.226.78.85,443,true,HKG,Asia Pacific,Hong Kong,111,0.02
178.128.86.7,443,true,SIN,Asia Pacific,Singapore,139,0.02
45.137.180.160,443,true,NRT,Asia Pacific,Tokyo,51,0.02
51.79.207.160,443,true,SIN,Asia Pacific,Singapore,231,0.02
45.77.130.245,443,true,NRT,Asia Pacific,Tokyo,70,0.02
15.235.162.48,443,true,SIN,Asia Pacific,Singapore,240,0.02
95.111.197.229,443,true,SIN,Asia Pacific,Singapore,133,0.02
146.56.137.36,443,true,SIN,Asia Pacific,Singapore,282,0.02
94.237.77.120,443,true,SIN,Asia Pacific,Singapore,106,0.02
45.137.180.216,443,true,NRT,Asia Pacific,Tokyo,49,0.02
206.237.10.57,443,true,HKG,Asia Pacific,Hong Kong,114,0.02
15.235.225.48,443,true,SIN,Asia Pacific,Singapore,217,0.02
43.249.172.15,443,true,HKG,Asia Pacific,Hong Kong,33,0.02
158.178.230.79,443,true,SIN,Asia Pacific,Singapore,65,0.02
141.147.159.158,443,true,KIX,Asia Pacific,Osaka,179,0.02
38.47.124.75,443,true,NRT,Asia Pacific,Tokyo,39,0.02
168.138.44.186,443,true,KIX,Asia Pacific,Osaka,195,0.02
132.226.225.72,443,true,ICN,Asia Pacific,Seoul,82,0.02
51.79.254.182,443,true,SIN,Asia Pacific,Singapore,342,0.02
146.190.108.146,443,true,SIN,Asia Pacific,Singapore,135,0.02
138.2.69.131,443,true,SIN,Asia Pacific,Singapore,206,0.02
47.245.39.32,443,true,NRT,Asia Pacific,Tokyo,41,0.02
95.111.198.23,443,true,SIN,Asia Pacific,Singapore,114,0.02
38.207.160.11,443,true,HKG,Asia Pacific,Hong Kong,118,0.02
8.222.170.244,443,true,SIN,Asia Pacific,Singapore,62,0.01
45.76.208.113,443,true,NRT,Asia Pacific,Tokyo,67,0.01
43.156.93.18,443,true,SIN,Asia Pacific,Singapore,68,0.01
43.249.172.15,443,true,HKG,Asia Pacific,Hong Kong,47,0.01
8.219.230.102,443,true,SIN,Asia Pacific,Singapore,62,0.01
178.128.51.133,443,true,SIN,Asia Pacific,Singapore,141,0.01
138.2.88.68,443,true,SIN,Asia Pacific,Singapore,201,0.01
47.239.206.200,443,true,HKG,Asia Pacific,Hong Kong,31,0.01
193.122.114.82,443,true,ICN,Asia Pacific,Seoul,1089,0.01
45.76.210.230,443,true,NRT,Asia Pacific,Tokyo,62,0.01
147.139.145.86,443,true,SIN,Asia Pacific,Singapore,261,0.01
146.190.99.211,443,true,SIN,Asia Pacific,Singapore,137,0.01
146.56.148.5,443,true,ICN,Asia Pacific,Seoul,85,0.01
188.166.199.244,443,true,SIN,Asia Pacific,Singapore,127,0.01
152.67.198.78,443,true,ICN,Asia Pacific,Seoul,1112,0.01
178.128.61.157,443,true,SIN,Asia Pacific,Singapore,133,0.01
15.235.207.122,443,true,SIN,Asia Pacific,Singapore,222,0.01
168.138.47.86,443,true,KIX,Asia Pacific,Osaka,171,0.01
37.128.253.63,443,true,TPE,Asia Pacific,Taipei,312,0.01
146.190.111.165,443,true,SIN,Asia Pacific,Singapore,145,0.01
129.154.207.203,443,true,ICN,Asia Pacific,Seoul,204,0.01
146.56.141.197,443,true,ICN,Asia Pacific,Seoul,88,0.01
138.2.93.63,443,true,SIN,Asia Pacific,Singapore,203,0.01
152.67.196.37,443,true,ICN,Asia Pacific,Seoul,99,0.01
95.111.193.83,443,true,SIN,Asia Pacific,Singapore,113,0.01
167.71.205.123,443,true,SIN,Asia Pacific,Singapore,132,0.01
152.69.205.76,443,true,KIX,Asia Pacific,Osaka,203,0.01
95.111.197.178,443,true,SIN,Asia Pacific,Singapore,131,0.01
138.2.81.210,443,true,SIN,Asia Pacific,Singapore,63,0.01
154.16.10.195,443,true,HKG,Asia Pacific,Hong Kong,272,0.01
